Recall Number,Recall Event ID,Device Type,Product Code,Regulation Description,Medical Specialty,Review Panel,Submission Type,Trade Name/Product,Main Name,Recall Class,Date Posted,Year Posted,Recalling Manufacturer,Reason for Recall,FDA Determined Cause,Action,Consumer Instructions,Clean Quantity,Quantity in Commerce,Distribution,Recall Status,Termination Date,Time to Terminate,Merged Quantities
Z-1880-2017,77053,No,ILK,Powered patient transport.,Physical Medicine,Physical Medicine,510(k),Omega Incline Platform Lift,N/A,N/A,"April 12, 2017", 2017,"Savaria Concord Lifts, Inc.",Savaria Concord Lifts Inc has decided to initiate this recall of its Omega Incline Platform Lift because bolts can come loose causing the carriage to separate from the trolley and the unit to fail,Other,"Savaria Concord Lifts Inc contacted the dealers to insure they received the parts and instructions and ask if they understand what is requested. If the dealers indicated they could no longer find the required parts new kits and instructions were sent on April 2015.  Savaria Concord Lifts Inc contacted the dealers via e-mail and phone.  For further questions, please call  (800) 661-5112.",N/A,74,74,Worldwide Distribution - US Distribution and to North America.,"Open, Classified",N/A,N/A,74
Z-1881-2017,75614,No,OLO,Stereotaxic instrument.,Neurology,Orthopedic,510(k),"Navitrack System - OS Knee Universal, Orthopedic Stereotaxic Instrument",N/A,N/A,"October 06, 2011", 2011,"Orthosoft, Inc. dba Zimmer CAS","Zimmer CAS voluntarily conducted a retrospective recall of the Navitrack System - OS Knee Universal software ORTHOsoft-UniTkr-2.3.2.6, due to a calibration sequence crash.",Software design,"Zimmer sent a Medical Device Field Notification letter dated December 6, 2011, to all affected customers.  This is a retrospective report of a correction taken on 6 December 2011. The software issues were fixed in the new software version 2.3.3.0. Recall notices were distributed on December 6, 2011. Telephone: 18663367846 (US &amp; Canada) or 5143958883 (International),Email: cassupport@zimmercas.com  Customers with questions should call 1-866-336-7846 (US &amp; Canada) 514-395-8883 (International).For questions regarding this recall call 574-372-4487.",N/A,105,105,"Worldwide Distribution - US including AZ CA CO FL GA IL IN KS MD MI MN MS OH OR PA SC SD TX VA WA and WIInternationally to Canada, Australia Austria Colombia Denmark France Germany  Korea New Zealand Russia South Africa and Thailand",Terminated,"May 08, 2017",2041,105
Z-1882-2017,77042,No,ILK,Powered patient transport.,Physical Medicine,Physical Medicine,510(k),"The Savaria Stairfriend is a Residential, commercial, indoor, stair lift for curved stairs.",N/A,N/A,"April 12, 2017", 2017,"Savaria Concord Lifts, Inc.","Savaria Concord Lifts has decided to initiate a recall of the Stairfriend, because of product defect.  The product defect relates to poor quality of welding holding the seat post .",Nonconforming Material/Component,The firm plans to notify its customers thru the phone and also via the dealers it sells it product too.,N/A,226,226,"North America / South America, please see attached list.","Open, Classified",N/A,N/A,226
Z-1886-2017,76739,No,HWE,Surgical instrument motors and accessories/attachments.,General &amp; Plastic Surgery,Orthopedic,510(K) Exempt,Stryker SmartLife Large Aseptic Housing (7126-120-000),N/A,N/A,"February 28, 2017", 2017,Stryker Instruments Div. of Stryker Corporation,Stryker Instruments issued a notice of correction for an update to cleaning practices for the Stryker SmartLife Large Aseptic Housings following complaints of deterioration to the housing and the top and bottom housing separating at the weld. Using cleaning practices outside of the HIFU could lead to housing separating at the weld.,Use error,"Stryker Instruments issued a written corrective notice via mail including a reminder to follow the IFU cleaning procedures for the Stryker SmartLife Large Aseptic Housings (7126-120-000).  A small subset of customers have experienced product issues based on cleaning practices that are causing a deterioration of the housing, and speration of the top and bottom of the housing at the weld. Customers are instructed as follows:Several factors can adversely influence the structural integrity of the device. Below are some suggestions for you to review from the Heavy Duty Care Instructions/Instructions for Use to help reduce undue strain on the housing material:"" Stryker recommends following sterilization/autoclaving instructions in the Care Instructions.""Stryker has identified that some customers are applying a pre-treatment to the device, please note that the Care Instructions advise the following that pertain to the application of pretreatments (Reference Page 12 of the Heavy Duty Care Instructions): ALWAYS make sure the detergent solution is completely rinsed from the interior and exterior of the equipment before drying the equipment.ALWAYS prepare the detergent solution according to the manufacturers recommendations. Pay particular attention to the concentration used and the total dispersion.""Stryker recommends when using an auto-washer, assure the appropriate parameters (rinse time/settings) are used as instructed in the Care Instructions (Reference Page 21 of the Heavy Duty Care Instructions).  Additionally: Unload the washer-disinfector and visually inspect the equipment for remaining soil or detergent solution. If soil or detergent solution remains, repeat the cleaning procedure using fresh detergent solution.Utilizing cleaning practices outside of the IFU could lead to the housing separating at the weld. The health risk associated with the separation of the housing at the weld, is a potential breach in sterility, which may requ",N/A,302,302,"Domestic: NoneForeign: France, Germany","Open, Classified",N/A,N/A,302
Z-1538-2017,76600,No,DSQ,N/A,N/A,Cardiovascular,PMA,HeartWare HVAD System Controller,N/A,N/A,"February 03, 2017", 2017,Heartware,Product recall of all HVAD Controllers currently on the market and to exchange them for the  next generation HVAD Controller (Controller2.0),Software design,"The firm will release a communication to their consignees stating the following: As a reminder, as with all HVAD Controllers, continue to reinforce the following with your patients and staff at all opportunities:"" Patients should continue to have a backup HVAD Controller ready at all times in the event of a primary HVAD Controller failure."" Staff only: The driveline extension cable is to be used during the pre-implant test only. It is not intended to be used after the pump is implanted in the patient.Hospital and Clinician Actions (to be executed in the following order):1) Review the enclosed notice and forms, and forward the notice to those individuals within your organization who need to be aware of its contents.2) Complete, sign, and return the Acknowledgement Form to HeartWare within thirty (30) days of receipt of this letter.4) Quarantine and replace affected HVAD Controllers, DC Adapters, Instructions for Use, Emergency Responder Guides and Patient Manuals in hospital inventory after training is complete.For every patient, quarantine and replace the following under clinical supervision in an environment where appropriate support equipment is readily available:- Primary and Backup HVAD Controller;- Affected DC Adapters; and- Patient Manual and Emergency Responder Guide.Clinicians are reminded not to perform an HVAD Controller exchange during an active electrical fault alarm as the HVAD Pump will be running a single stator. If an electrical fault is present, download patient log files and contact your HeartWare representative to resolve the electrical fault before executing the controller exchange.5) Return all quarantined HVAD Controllers and DC Adapters to HeartWare. Your HeartWare representative will assist you with this process.6) Completion Form. Once affected product in inventory has been identified and returned, complete and return the attached Completion Form to CON2.0@heartware.com or your HeartWare representative no late",N/A,21488,"8,343 US and 13,145 INTERNATIONAL","Worldwide Distribution - US including AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, MI, MN, MO, MS, NC, NE, NJ, NY, OH, OK, OR, PA, SC, TN, TX, UT, VA, WA, and WI and Internationally to Argentina, Australia, Austria, Belgium, Brazil, Canada, Chile, Croatia, Czech Republic, Denmark, Egypt, Finland, France, Germany, Greece, Hong Kong, India, Israel, Italy, Japan, Korea, Kuwait, Lebanon, Lithuania, , Luxembourg, Malaysia, Netherlands, New Zealand, Norway, Poland, Saudi Arabia, Singapore, South Africa, Spain, Switzerland, Turkey, United Arab Emirates, UK, and Vietnam.","Open, Classified",N/A,N/A,21488
Z-1887-2017,76551,No,LEH,Vancomycin test system.,Toxicology,Toxicology,510(k),"VITROS Chemistry Products VANC Reagent, REF/Product Code 680 1709, Unique Identifier No. 10758750006731, Rx ONLY, IVD --- Ortho Clinical Diagnostics - USA -- Ortho-Clinical Diagnostics Pencoed, CF35 5PZ, UK ---- The VITROS VANC reagent is for ORTHO Clinical Diagnostics manufactured by Siemens. The VANC product has a maximum on-analyzer stability of &lt; 7days. The on-analyzer stability of each VITROS VANC Reagent pack is determined by the system. Once the VANC reagent pack is loaded on the system, the on-analyzer stability time is continuously adjusted based upon both the amount of time the reagent pack is on the analyzer and the number of tests remaining in the pack. The method by which the on-analyzer stability of the VITROS VANC Reagent is determined is stated in the reagents Instructions for Use.",N/A,N/A,"February 21, 2017", 2017,Ortho-Clinical Diagnostics,Potential for biased results generated using the specific lots of VITROS VANC Reagent.  This can occur after the reagent packs are loaded onto the analyzer and stored within the on-analyzer stability date.,Under Investigation by firm,"Ortho Clinical Diagnostics sent an  IMPORTANT PRODUCT CORRECTION NOTIFICATION letter  dated February 21, 2017, was sent via FedEx overnight courier and/ or ORTHO PLUS e-Communications and/ or US Postal Service Priority Mail (for PO Boxes only) to all customers who received the affected VITROS Chemistry Products VANC Reagent lots to inform them of the potential for biased results and to request that they immediately discontinue use of this product.  Foreign affiliates were informed by e-mail on February 21, 2017,  of the issue and instructed to notify their consignees of the affected product with this issue and the requirement to immediately discontinue use of the product.  The communication instructed customer to immediately discontinue use of the affected product.   In order to minimize the disruption to the laboratory, the communication also provided the instructions for testing using the affected VANC lots until replacement product was received. If you have any further questions, please contact our OrthoCare Technical Solutions Ctr. at 1(800) 421-3311.  For further questions regarding this recall, please call (908) 218-8776.",N/A,616,US: 2740; OUS: 616,"Worldwide Distribution - US Distribution including Puerto Rico and to the countries of : Australia, Brazil, Canada, Chile, China, Colombia, England, France, Germany, India, Italy, Japan, Mexico, Panama, Poland, SpainSingapore and Venezuela.","Open, Classified",N/A,N/A,616
Z-1883-2017,75013,No,FPA,Intravascular administration set.,General Hospital,General Hospital,510(k),"SmartSite Add-On Bag Access Device, Model No. 10013365",N/A,N/A,"November 17, 2016", 2016,"CareFusion 303, Inc.","CareFusion is recalling the SmartSite Add-On Bag Device due to reports of separation and/or leakages between the spike port and the drip chamber spike.  A separationor leak can cause a delay of infusion, an interruption of infusion, exposure tomedication or hazardous infusates, or underinfusion.",Other,"CareFusion sent an Urgent Medical Device Recall Notification letter dated November 2016, to inform their customers that CareFusion is recalling the SmartSite Add-On Bag Access Device Model 10013365 because of reports of leakages between the spike port and the drip chamber spike.  The letter informs the customers of the lot numbers, potential risk and immediate actions to be taken. Customers with questions are instructed to contact CareFusion Support Center at (888) 562-6018 for recall related questions.  Customers with adverse event report questions are instructed to contact Customer Advocacy at (888) 812-3266 or by email at customerfeedback@carefusion.com.  Customers are instructed to complete and return the enclosed mandatory customer response card.",N/A,384923,"384,923 units",US Distribution,"Open, Classified",N/A,N/A,384923
Z-1888-2017,76846,No,JSH,Differential culture medium.,Microbiology,Microbiology,510(K) Exempt,"Blood Agar (TSA w/ 5% Sheep Blood) Plate, For In Vitro Diagnostic Use, Remel, Lenexa, KS 66215",N/A,N/A,"March 24, 2017", 2017,Remel Inc,Confirmed complaint of surface contamination of Listeria monocytogenes.,Material/Component Contamination,"On 3/24/2017, the recalling firm sent a recall notice to their customers explaining the reason for the recall and instructing customers to review their stock and discard any affected product. The notice also instructed customers to advise of the recall anyone they may have further distributed the recalled lot to. Attached to the recall notice is a response form which the recalling firm instructed their consignees to fill out and return.",N/A,115900,"1,159/100 plates/packs","US Nationwide distribution in the states of : AR, AZ, CO, IA, IL, KS, KY, LA, MI, MO, MS, MT, NC, ND, NE, NM, OH, OK, SD,  and TX and Puerto Rico",Terminated,"June 06, 2017",74,115900
Z-1884-2017,76842,No,MNH,Thoracolumbosacral pedicle screw system.,Orthopedic,Orthopedic,510(k),"5.5mm Diameter x 500mm CoCr Straight Rod, Model number X077-0420.  The product is packaged in plastic bags with one piece per bag.",N/A,N/A,"April 12, 2017", 2017,XTANT MEDICAL INC,The material type on the label may incorrectly state Ti6Al-4V ELI. The rods are composed of Cobalt Chromium.,Labeling mix-ups,"XTANT sent an Urgent Medical Device Removal letter dated 4/12/2017 to customers with a Return Response Acknowledgement and Receipt form.  The letter identified the affected product, problem and actions to be taken.   For questions call 406-570-7028.",N/A,97,97 units,"Worldwide distribution - US Nationwide in the states of: AZ, CA, CT, GA, LA, NV, OH, TX and in the country of  Mexico.",Terminated,"August 16, 2017",126,97
Z-1889-2017,76938,No,FMF,Piston syringe.,General Hospital,General Hospital,510(k),"1 mL MedallionÂż Syringe. Catalog Numbers: 701989001, K01-05197P, MSS011-YP, K01-07946P, MSS011, MSS011-LB, MSS011-R, MSS011-Y, MSS011P, MSS011-LBP, MSS011-DG, K08-02926AP, K01-07742P, K10-05457P.",N/A,N/A,"March 23, 2017", 2017,"Merit Medical Systems, Inc.",Merit Medical Systems announces a voluntary field action for the 1mL MedallionÂż Syringes due to a defect with the syringe plunger tip.,Nonconforming Material/Component,"Consignees began receiving notification via letter on March 23, 2017 to immediately stop using or distributing the affected lots and return them back to Merit. If there are any questions, contact Merit Customer Service at (801) 208-4381.",N/A,23032,"23,032 units",Nationwide and other foreign consignees. No VA/govt/military or VA consignees.,"Open, Classified",N/A,N/A,23032
Z-1894-2017,77075,No,MMZ,Urological table and accessories.,Gastroenterology/Urology,Gastroenterology/Urology,510(K) Exempt,Sonesta S2; Article numbers: 525-S2-110V and 525ÂżÂżS2-220V,N/A,N/A,"March 08, 2017", 2017,Sonesta Medical Ab,The user / service manual for the Sonesta S2 Chair contain wrong information concerning the maximum patient weight.,Labeling mix-ups,"Sonesta notified customers (distributors) on March 8, 2017, of the faulty labeling. Corrected labeling was sent to customers, they were requested to apply the new labels and confirm that the correction was implemented. For further information regarding this recall, please call (512) 327-9997.",N/A,28,28 devices,"Worldwide Distribution - US  Distribution to the state of : MA., and to the countries of : Canada, Netherlands, Dubai, Taiwan, Lebanon, Italy","Open, Classified",N/A,N/A,28
Z-1891-2017,77100,No,MAV,Angiographic injector and syringe.,Cardiovascular,Cardiovascular,510(k),DOLPHIN INFLATION DEVICE CALIBER INFLATION DEVICE; Catalog Number: CL3030- 018SNA- 018SND 0185NA 0185ND; INTERNAL CODE NUMBER: 0185TR- 0185NA- 018SND 0185NA 0185ND,N/A,N/A,"April 05, 2017", 2017,PEROUSE MEDICAL,Complaints regarding broken blister.,Packaging change control,"Consignees were notified of the recall on April 5, 2017.  They were informed of the issue and asked to take the following steps: 1. Inspect your stock to determine if you still have in your ownership devices among which the references and batch codes are listed in front page; 2. Control the potential damage of the blister according to the pictures above and the instructions mentioned on the labeling and the Instruction For Use: any damaged and/or cracked blister must be immediately discarded; 3. Use the compliant products without risk, after control. Indeed, the primary packaging will not deteriorate in time. If, to date, there is no crack in the blister, then the integrity of the product is not compromised; 4- Do not use the non-compliant products; 5. Complete and sign the attached reply form, then return it within 5 working days following the reception of this letter, and keep a copy; 6. Contact customer service for the modalities of return, replacement and associated support at +33 (0)4.72.39.74.13 or by fax at +33 (0}3.44.08.17.67 or by email at iblayon@vvgon.com (CC mhpourriere@vygon.com); 7. Communicate the safety information to any person concerned in your company and to all end customers to which the product were transferred.",N/A,18431,"18,431","US: AZ (shipped through Belgium to USA), MN, TN","Open, Classified",N/A,N/A,18431
Z-1890-2017,76436,N/A,N/A,N/A,N/A,N/A,N/A,"MiniMed 620G and MiniMed 640G Insulin Pumps with Software Version 2.6 and below are affected. Catalog Numbers for these insulin pumps are  MMT-1510, MMT-1710, MMT-1711, MMT-1712.",N/A,N/A,"January 31, 2017", 2017,Medtronic Inc.,Medtronic has identified a software anomaly that can prevent the internal battery of the pump from charging. When the software anomaly occurs it leads to battery depletion and pump shutdown.,Software design,"A urgent medical device recall letter was sent to customers on 1/31/17 to inform them that Medtronic has identified a software issue that could prevent the internal battery of the pump from charging.  Customers are informed that should the software issue occur, an alarm is triggered and they will see the following message displayed on the pump screen: ""Power error detected 00:00 25 Delivery stopped.  Record your settings by uploading to CareLink or write your settings on paper.  See user guide. OK.""  Customers are informed that If they experience the alarm and see the Power error detected message on their pump accompanied by the number 25, then they are instructed to contact the Medtronic HelpLine team at XXXXX for assistance with troubleshooting the error.",N/A,42215,"42,215 units","Europe, Australia, Japan, Singapore",Terminated,"May 04, 2017",93,42215
Z-1897-2017,76294,No,FPA,Intravascular administration set.,General Hospital,General Hospital,510(k),BD FlowSmart Set MiniMed Pro-set Rx Only,N/A,N/A,"December 23, 2016", 2016,Becton Dickinson &amp; Company,Patients are reporting high blood glucose (HBG) levels while using the MiniMed Pro-set and also noticed the catheter of the infusion set was bent/kinked.,Device Design,"Becton Dickinson (BD) notified their sole customer Medtronic via e-mail on December 26, 2016.  BD recommends that Medtronic notify their customers of the situation. For further questions, please call (201) 847-6800.",N/A,57750,"57,750 units",US Distribution to the state of : CA,"Open, Classified",N/A,N/A,57750
Z-1896-2017,76948,No,FOZ,Intravascular catheter.,General Hospital,General Hospital,510(k),SurFlo IV Catheter,N/A,N/A,"August 05, 2015", 2015,Terumo Medical Corporation,According to the Terumo (TMC) this device is used to access the human peripheral vascular system for short term use (less than 30 days) for the purpose of infusing fluids into patients.  A small percentage of the catheters in the affected lots may have damage to the ETFE catheter which may allow the catheter to break during withdrawal.,Process control,"Terumo sent an Urgent Product Bulletin letter dated August 3, 2015. The letter identified the product the problem and the action needed to be taken by the customer.  1.  CUSTOMERS MUST IMMEDIATELY DISCONTINUE USE, AND QUARANTINE ANY AVAILABLE STOCK, OF THE LISTED PRODUCT CODES.2.  DISTRIBUTORS MUST NOT DISTRIBUTE ANY OF THE LISTED PRODUCT CODES, QUARANTINE ANY AVAILABLE STOCK AND SEND THIS RECALL BULLETIN IMMEDIATELY TO EACH CUSTOMER THAT RECEIVED THESE PRODUCTS TO INFORM THEM OF THIS ISSUE.Terumo is taking this action to assure the safety of our customers and their patients even though it may cause a significant inconvenience.  If this creates a critical shortage, please contact us immediately so we may try to provide assistance in procuring replacement or alternative product. For further questions, please call (410) 392-7226",N/A,2478200,"2,478,200",US Distribution.This product has been sold to both distribution companies with multiple locations and directly to end users/hospitals in US.,Terminated,"May 01, 2017",635,2478200
Z-1899-2017,76870,No,NDC,Predictive pulmonary-function value calculator.,Anesthesiology,General &amp; Plastic Surgery,510(k),"Accu-Chek Connect Diabetes Management App versions 2.0.0, 2.0.1 and 2.1.0 for iOS and Android",N/A,N/A,"March 14, 2017", 2017,"Roche Diabetes Care, Inc.","A program error (bug) in the Bolus Advisor feature, which could result in incorrect bolus advice and a potential insulin over-delivery.",Software design,"Roche Diabetes Care, Inc. discovered a software issue in the Accu-Chek Connect app versions 2.0.0, 2.0.1, and 2.1.0 that can result in incorrect bolus recommendations. This software bug may result in errors in the active insulin calculation, creating the potential for a false high insulin bolus recommendation. An insulin bolus delivered based on potentially incorrect bolus advice could lead to serious health consequences such as hypoglycemia. Customer notices were distributed via mail on 03/30/2017, and the firm's website was also updated with recall information on that day.  Customers were instructed to do the following: discontinue use of the bolus advisor feature in app versions 2.0.0, 2.0.1, and 2.1.0 (iOS &amp; Android) until the corrected version is available.Âż Provide patients with a copy of the enclosed Urgent Medical Device Correction 17-001.Âż Complete the enclosed faxback form and fax it to Roche Diabetes Care, Inc., at 1-888-912-8456.Âż If you have questions about the information in this notification, please contact Accu-Chek Customer Care by visiting accu-chek.com or by calling 1-800-688-4578.The corrected version of the app is expected to be available on or about April 13, 2017. New patients will be able to begin using the bolus advisor feature once the corrected version is available. Please advise your patients to visit accu-chek.com for updates regarding the availability of the corrected version of the app.",N/A,64324,"64,324","US Nationwide in the states of:  AL, AR, AZ, CA, CO, CT, DE, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA,  MD, ME, MI, MN, MO, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV","Open, Classified",N/A,N/A,64324
Z-1900-2017,76914,No,GDF,Manual surgical instrument for general use.,General &amp; Plastic Surgery,General &amp; Plastic Surgery,510(K) Exempt,"MR GHIATAS Beaded Breast Localization Wire, Product Code: 477201, 479201",N/A,N/A,"March 28, 2017", 2017,Bard Peripheral Vascular Inc,It may be at risk of containing a non-MR compatible GHIATAS Beaded Breast Localization Wire instead of a MR compatible GHIATAS Beaded Breast Localization Wire.,Other,"Bard sent an Urgent Medical Device Recall notification letter dated March 28, 2017 to customers.  The letter identified the affected product, problem and actions to be taken.  For questions contact your Bard representative.",N/A,570,570 units,"Worldwide Distribution - US Nationwide in the states of TX, FL, MO, NJ, WI, AL, TX, CA, OK, AZ, NC, GA, ID, WA, NY, NM and the countries of:  Brazil, Canada, China, Taiwan, Canada, and Belgium.",Terminated,"June 29, 2017",93,570
Z-1902-2017,76994,No,KGX,Medical adhesive tape and adhesive bandage.,General Hospital,General &amp; Plastic Surgery,510(K) Exempt,"Dressing M/U XL, P/N 02344",N/A,N/A,"March 30, 2017", 2017,Breg Inc,They may not have been sealed prior to sterilization.  Products with unsealed pouches will be non-sterile.,Employee error,"Breg sent an Urgent Medical Device Correction Letter to customers on 4/13/17.  The letter identified the affected product, problem and actions to be taken.  Customers were instructed to:Please take the following actions:1) Determine if any potentially affected products are in your stock by comparing each product's Lot and Date to the Lot Numbers and Expiration Dates in the table above.  Refer to Picture 2 for the location of these fields on the product packaging.2) Once you have matched Lot and Date, inspect the product to identify any open (unsealed) pouches. Refer to Picture 1 below.3) Remove any open pouches from your inventory and discard.4) Complete the Response Form included as Attachment A, and email or fax to Breg as follows:a. E-mail: bregfieldcorrection@breg.com: Subject: Sterile Dressing Correctionb. Fax: 800-FAX-BREG (329-2734)- Subject: Sterile Dressing CorrectionCustomers with questions are instructed to contact Breg Customer Care at (800) 321-0607.",N/A,2609,"2,609 units total",US Nationwide Distribution,Terminated,"June 23, 2017",85,2609
Z-1892-2017,76652,No,MAX,Intervertebral body fusion device.,Orthopedic,Orthopedic,510(k),"The TM Ardis Interbody System implant is a convex, straight TLIF or PLIF device for interbody fusion of the anterior column of the spine. TM Ardis is designed for fusing the adjacent bony surfaces and may be used to replace a disc at one or two contiguous levels in L2-S1. The superior and inferior surfaces of the device are textured to provide increased stability and convex to conform to the vertebral endplates. The device also has two slots on the posterior end to mate with the insertion instrument. The TM Ardis device is wholly comprised of Trabecular Metal Porous Tantalum. Surgical instrumentation for use with the proposed system will be fabricated from surgical grade stainless steel and other applicable materials.",N/A,N/A,"July 07, 2016", 2016,"Zimmer Trabecular Metal Technology, Inc.","This field action is being initiated following the firm's discovery of a procedural error in the approval of literature resulting in the undo release of certain content.Information was disseminated to distributors and sales representatives during the 2016 National Sales Meeting held February 17-21, 2016.",Unknown/Undetermined by firm,"Zimmer Biomet sent an Urgent Medical Device Correction Notice dated July 7, 2016, to all consignees on the list requiring them to destroy all literature and notify Zimmer Biomet of others who they have disseminated the material further.  Retraining the sales force on the use of the TM Ardis. The details of the strategy are contained within the Draft Recall Strategy attached to the email transmitting this report. For further questions, please call  (973) 576-0032.",N/A,499,299 units; 200 brochures,Nationwide Distribution,Terminated,"May 03, 2017",300,499
t,o,o, ,b,i,g,,,,,,,,,,,,,,,,,,N/A
Z-2685-2017,77267,No,JJN,Electrophoresis apparatus for clinical use.,Clinical Chemistry,Clinical Chemistry,510(K) Exempt,Multiphor II Electrophoresis System,N/A,N/A,"May 15, 2017", 2017,"Perkinelmer Life Sciences, Inc.","Potential for electric shock in the case of a failure to install the grommets, supplied with the system.",Device Design,"Perkin Elmer  issued  URGENT: Field Correction letter on 5/15/17 and accompanied with the GE HealthCare Important Product Information letter The notifications will be delivered to the end customer by email facilitated through PerkinElmer Technical Support group located in Akron Ohio.Technical Support will ensure the customers receive the both letters and understand the recommended actions. Accounts requested to complete the enclosed Response Form.Questions regarding the actions to be taken, as outlined in the GE HealthCare letter, should be directed via email to orderFI@ge.com or via phone (in the US) 011 44 800 515313, (in the UK) 0800 515 313, and (rest of world) +44-800 515 313.",N/A,241,241 instruments,US Nationwide Distribution,"Open, Classified",N/A,N/A,241
Z-2703-2017,77244,Yes,BSZ,Gas machine for anesthesia or analgesia.,Anesthesiology,Anesthesiology,510(k),"Carestation 620 A1, Carestation 650 A1, and Carestation 650c A1",N/A,N/A,"May 02, 2017", 2017,"GE Healthcare, LLC","Carestation 620, 650 and 650c has Potential for Elevated FiCO2 and Unexpected System Malfunction",Device Design,"Consignees were sent on 5/2/2017 a GE Healthcare ""Urgent Medical Device Correction"" letter GEHC Ref# 34082 dated May 2, 2017.  The letter was addressed to Chief of Anesthesia, Director of Biomedical / Clinical Engineering&amp; Health Care Administrator / Risk Manager. The letter described the Safety Issue, Safety Instructions, Affected Product Details, Product Correction &amp; Contact Information. GE Healthcare will correct affected products.  GE Healthcare representative will contact the firms to arrange for the correction. For questions contact GE Healthcare Service at 1-800-437-1171 or your local Service Representative.",N/A,3448,"3,448 (334 US; 3,114 OUS)","US Distribution including PR and to the states of :  AL, AR, AZ, CA, CO, CT, FL GA, ID,IL, IN, KY, LA, , MA, MD, MI, MO, MS, MT,  MN, NC, NH, NJ, NV, NY, OH, OK, PA, TN, TX,  VA, WA, WI, and UT.  OUS: AlgeriaArgentinaAustraliaAustriaBelgiumBoliviaBosnia and HerzegovinaBrazilBulgariaCambodiaCanadaChileColombiaCosta RicaCote d'IvoireCroatiaCzech RepublicEcuadorEgyptEl SalvadorEstoniaFinlandFranceGermanyGreeceHondurasHong KongHungaryIndiaIndonesiaIraqIrelandIsraelItalyJapanJordanKenyaKorea (Republic Of)KuwaitLatviaLebanonLithuaniaMalaysiaMaldivesMaltaMauritiusMexicoMoldovaMoroccoMyanmarNetherlandsNew ZealandNigeriaNorwayOmanPakistanParaguayPeruPhilippinesPolandPortugalRomaniaRussiaSaudi ArabiaSenegalSerbiaSingaporeSlovakiaSloveniaSouth AfricaSpainSwedenSwitzerlandTaiwanTanzaniaThailandTurkeyUnited Arab EmiratesUnited KingdomUruguayVietnamZimbabwe","Open, Classified",N/A,N/A,3448
Z-2697-2017,77291,No,IWB,Radionuclide radiation therapy system.,Radiology,Radiology,510(k),"Leksell Gamma Knife Icon is a teletherapy device intended for stereotactic irradiation of head structures ranging from very small target sizes of a few millimeters to several centimeters e.g., metastatic tumors, recurrent glioblastomas, trigeminal neuralgia, medically refractory essential tremor, orbital tumors, ocular tumors, optic nerve tumors, benign diseases (such as meningiomas, vestibular schwannomas, post-surgical pituitary adenomas, craniopharyngioma, hemangioblastomas, schwannomas, arteriovenous malformations, cavernous malformations, chordomas, glomus tumors, hemangiomas), skull base tumors, head and neck tumors (such as unknown primary of the head and neck, oral cavity, hypopharynx, oropharynx, nasopharynx, sinonasal, salivary gland), and pediatric tumors (such as glioma, ependymoma, pituitary tumors, hemangioblastoma, craniopharyngioma, meningioma, metastasis, medulloblastoma, nasopharyngeal",N/A,N/A,"May 23, 2017", 2017,"Elekta, Inc.",If the gantry module is replaced after original installation the configuration settings may be missing. The identified risk for this issue is electrical safety for technicians doing maintenance on the X-ray generator.,Other,"Elekta sent an Urgent Important Field Safety Notice dated June 2017, to all affected customers. This notice informs users of the specific product and version numbers affected by the issue.  The affected devices are spare part Gantry Module (item number 1515698).  Customers are also instructed to complete and return the Important Field Safety Notice Acknowledgement form to their local Elekta representative. For further questions, please call (770) 670-2422.",N/A,2,2,US Distribution to the states of  : NY and PA.,"Open, Classified",N/A,N/A,2
